0.000000000,192.168.1.59
0.443243000,103.22.220.133
0.443365000,192.168.1.59
0.443551000,192.168.1.59
0.852853000,103.22.220.133
0.852914000,103.22.220.133
0.852919000,103.22.220.133
0.852921000,103.22.220.133
0.853021000,103.22.220.133
0.853063000,103.22.220.133
0.853103000,103.22.220.133
0.853119000,192.168.1.59
0.853120000,192.168.1.59
0.853120000,192.168.1.59
0.853120000,192.168.1.59
0.853172000,192.168.1.59
0.853234000,103.22.220.133
0.853238000,103.22.220.133
0.853303000,103.22.220.133
0.853351000,103.22.220.133
0.853365000,192.168.1.59
0.853375000,192.168.1.59
0.854014000,192.168.1.59
0.854164000,192.168.1.59
1.262471000,103.22.220.133
1.262478000,103.22.220.133
1.262525000,103.22.220.133
1.262570000,103.22.220.133
1.262618000,103.22.220.133
1.262662000,192.168.1.59
1.262734000,192.168.1.59
1.262819000,103.22.220.133
1.262823000,103.22.220.133
1.262825000,103.22.220.133
1.262826000,103.22.220.133
1.262870000,103.22.220.133
1.262885000,192.168.1.59
1.262885000,192.168.1.59
1.262898000,192.168.1.59
1.262905000,192.168.1.59
1.262987000,192.168.1.59
1.264572000,103.22.220.133
1.264611000,103.22.220.133
1.264643000,103.22.220.133
1.264658000,192.168.1.59
1.264668000,192.168.1.59
1.264719000,103.22.220.133
1.264760000,103.22.220.133
1.264775000,192.168.1.59
1.264785000,192.168.1.59
1.264843000,103.22.220.133
1.264849000,103.22.220.133
1.264885000,103.22.220.133
1.264931000,192.168.1.59
1.264932000,192.168.1.59
1.264932000,192.168.1.59
1.265002000,103.22.220.133
1.265005000,103.22.220.133
1.265042000,103.22.220.133
1.265075000,192.168.1.59
1.265075000,192.168.1.59
1.265076000,192.168.1.59
1.366591000,192.168.1.59
1.669590000,103.22.220.133
1.669632000,103.22.220.133
1.669633000,103.22.220.133
1.669679000,103.22.220.133
1.669694000,192.168.1.59
1.669730000,192.168.1.59
1.669795000,103.22.220.133
1.669799000,103.22.220.133
1.669836000,103.22.220.133
1.669844000,192.168.1.59
1.669892000,103.22.220.133
1.669929000,192.168.1.59
1.669937000,192.168.1.59
1.669989000,103.22.220.133
1.669993000,103.22.220.133
1.670034000,192.168.1.59
1.670034000,192.168.1.59
1.670090000,103.22.220.133
1.670092000,103.22.220.133
1.670156000,103.22.220.133
1.670194000,103.22.220.133
1.670234000,192.168.1.59
1.670235000,192.168.1.59
1.670235000,192.168.1.59
1.670286000,103.22.220.133
1.670325000,103.22.220.133
1.670335000,192.168.1.59
1.670384000,103.22.220.133
1.670424000,103.22.220.133
1.670437000,192.168.1.59
1.670479000,103.22.220.133
1.670486000,192.168.1.59
1.670527000,103.22.220.133
1.670551000,192.168.1.59
1.671765000,103.22.220.133
1.671821000,103.22.220.133
1.671822000,103.22.220.133
1.671856000,192.168.1.59
1.671856000,192.168.1.59
1.671880000,192.168.1.59
